Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Bed Type;Security Deposit;Cleaning Fee;Guests Included;Extra People;Cancellation Policy;Price;Amenities Count;Security Deposit Mandatory
Palos de Moguer;Arganzuela;Loft;Entire home/apt;4;1.0;0.0;Real Bed;0.0;0.0;2;10;2;62.0;12;0
Arapiles;Chamberí;House;Private room;1;2.0;1.0;Real Bed;0.0;0.0;1;0;0;30.0;6;0
Lista;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;200.0;40.0;1;0;0;60.0;11;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;100.0;0.0;2;0;0;40.0;11;1
Lucero;Latina;Apartment;Entire home/apt;3;1.0;2.0;Real Bed;100.0;20.0;1;0;1;50.0;13;1
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;120.0;30.0;1;0;1;85.0;12;1
Goya;Salamanca;Apartment;Entire home/apt;6;2.0;3.0;Real Bed;600.0;0.0;1;0;2;380.0;22;1
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;0.0;25.0;2;15;2;85.0;16;0
Gaztambide;Chamberí;Apartment;Entire home/apt;12;2.0;5.0;Real Bed;0.0;20.0;1;10;1;125.0;17;0
Almenara;Tetuán;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;18;2;19.0;9;0
Rios Rosas;Chamberí;House;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;10;1;20.0;6;0
Goya;Salamanca;House;Private room;2;1.0;1.0;Pull-out Sofa;100.0;10.0;1;20;0;30.0;19;1
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;45.0;2;12;0;42.0;14;0
Puerta del Angel;Latina;Bed & Breakfast;Private room;1;2.0;1.0;Real Bed;200.0;10.0;1;10;0;22.0;23;1
Castellana;Salamanca;Loft;Entire home/apt;2;1.0;1.0;Real Bed;120.0;20.0;2;0;0;95.0;18;1
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;0.0;2;12;2;65.0;22;1
Palacio;Centro;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;170.0;45.0;5;35;2;115.0;8;1
Embajadores;Centro;Apartment;Entire home/apt;7;1.0;3.0;Real Bed;200.0;0.0;2;10;2;92.0;15;1
Palacio;Centro;Loft;Entire home/apt;2;1.0;0.0;Real Bed;300.0;30.0;2;15;1;48.0;13;1
Justicia;Centro;Apartment;Entire home/apt;6;2.0;1.0;Real Bed;200.0;30.0;2;15;1;65.0;18;1
Almagro;Chamberí;Apartment;Private room;2;1.0;0.0;Real Bed;500.0;10.0;1;0;0;43.0;14;1
Berruguete;Tetuán;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;15;0;19.0;8;0
Justicia;Centro;Apartment;Private room;1;3.0;1.0;Real Bed;0.0;15.0;1;0;2;16.0;9;0
Gaztambide;Chamberí;Apartment;Entire home/apt;6;2.0;3.0;Real Bed;300.0;80.0;1;0;1;100.0;19;1
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;5;1.0;2.0;Real Bed;0.0;20.0;4;15;1;50.0;15;0
Embajadores;Centro;Apartment;Entire home/apt;12;2.0;4.0;Real Bed;300.0;40.0;6;30;2;200.0;23;1
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;30.0;2;15;2;60.0;20;1
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;15.0;1;0;0;22.0;9;0
Casco Histórico de Vallecas;Villa de Vallecas;Apartment;Private room;2;1.0;1.0;Real Bed;100.0;10.0;1;10;1;50.0;11;1
Prosperidad;Chamartín;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;10.0;1;10;2;70.0;12;0
Puerta del Angel;Latina;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;0.0;40.0;4;15;0;80.0;17;0
Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;200.0;0.0;2;15;2;125.0;16;1
Acacias;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;100.0;15.0;1;0;2;45.0;12;1
Lista;Salamanca;Apartment;Private room;1;1.0;1.0;Real Bed;96.0;20.0;1;10;1;20.0;10;1
Aluche;Latina;Apartment;Private room;1;1.5;1.0;Real Bed;0.0;0.0;1;0;1;17.0;12;0
Universidad;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;10.0;1;0;0;35.0;13;0
Palacio;Centro;Loft;Entire home/apt;2;1.0;0.0;Real Bed;0.0;0.0;1;15;2;100.0;11;0
Justicia;Centro;Apartment;Entire home/apt;3;2.0;2.0;Real Bed;600.0;0.0;1;0;1;40.0;21;1
Alameda de Osuna;Barajas;Bed & Breakfast;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;6;0;28.0;23;0
Sol;Centro;Apartment;Private room;1;4.0;1.0;Real Bed;200.0;30.0;1;0;2;36.0;10;1
Palacio;Centro;Apartment;Entire home/apt;10;1.0;4.0;Real Bed;100.0;39.0;4;15;2;129.0;17;1
Justicia;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;20.0;1;0;2;45.0;11;0
Palacio;Centro;Apartment;Entire home/apt;4;2.0;2.0;Real Bed;0.0;40.0;1;0;2;120.0;15;0
Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;Real Bed;150.0;15.0;1;0;2;40.0;17;1
Adelfas;Retiro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;2;20.0;0;0
Sol;Centro;House;Private room;2;1.0;1.0;Real Bed;0.0;15.0;1;0;2;49.0;18;0
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;35.0;1;10;2;59.0;15;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;100.0;20.0;1;0;2;49.0;10;1
Embajadores;Centro;House;Private room;2;1.5;1.0;Real Bed;0.0;5.0;1;10;0;30.0;7;0
Imperial;Arganzuela;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;30.0;1;0;0;40.0;10;0
Puerta Bonita;Carabanchel;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;0.0;1;0;1;58.0;13;1
Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;18.0;1;0;2;80.0;11;0
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;20.0;2;10;2;50.0;9;1
Casa de Campo;Moncloa - Aravaca;House;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;20;1;35.0;12;0
Justicia;Centro;House;Entire home/apt;4;1.0;1.0;Real Bed;150.0;24.0;2;10;0;69.0;14;1
Cortes;Centro;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;0.0;0.0;1;0;0;89.0;14;0
Chopera;Arganzuela;Condominium;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;62.0;7;0
Pinar del Rey;Hortaleza;House;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;39.0;18;0
San Andrés;Villaverde;Apartment;Entire home/apt;4;2.0;1.0;Real Bed;93.0;0.0;2;12;1;42.0;21;1
Chopera;Arganzuela;Apartment;Private room;2;1.0;1.0;Real Bed;150.0;0.0;1;0;1;30.0;11;1
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;40.0;1;10;2;55.0;15;1
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;30.0;2;15;0;80.0;14;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;Pull-out Sofa;150.0;20.0;1;0;1;55.0;20;1
Universidad;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;5.0;1;8;0;17.0;14;0
Embajadores;Centro;Apartment;Private room;2;3.0;1.0;Real Bed;0.0;0.0;1;0;2;25.0;6;0
Valverde;Fuencarral - El Pardo;House;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;25.0;10;0
Justicia;Centro;Loft;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;1;0;0;150.0;6;0
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;Real Bed;150.0;30.0;1;0;2;25.0;8;1
San Fermín;Usera;Apartment;Private room;1;2.0;1.0;Real Bed;0.0;0.0;1;30;1;30.0;18;0
Arapiles;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;Pull-out Sofa;150.0;0.0;1;0;1;50.0;10;1
Pavones;Moratalaz;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;1;17.0;7;0
Embajadores;Centro;Apartment;Private room;2;1.5;1.0;Real Bed;0.0;0.0;1;17;1;26.0;12;0
Pacífico;Retiro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;15.0;1;0;0;65.0;15;0
Recoletos;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;0.0;1;0;2;150.0;15;0
Palos de Moguer;Arganzuela;House;Entire home/apt;5;1.0;2.0;Real Bed;100.0;0.0;1;0;1;94.0;15;1
Sol;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;1;40.0;15;0
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;100.0;15.0;1;0;1;48.0;12;1
Castellana;Salamanca;Apartment;Entire home/apt;4;2.5;2.0;Real Bed;0.0;160.0;1;0;2;220.0;26;0
Recoletos;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;0.0;1;0;2;125.0;12;0
Embajadores;Centro;House;Entire home/apt;8;3.5;4.0;Real Bed;300.0;50.0;1;0;2;299.0;29;1
Justicia;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;10.0;1;5;1;59.0;13;0
Sol;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;300.0;50.0;1;0;0;200.0;18;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;10.0;1;0;1;40.0;7;0
Embajadores;Centro;House;Private room;2;1.5;1.0;Real Bed;150.0;0.0;1;0;2;32.0;19;1
Ibiza;Retiro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;20.0;1;0;0;90.0;20;0
Universidad;Centro;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;180.0;25.0;2;13;2;39.0;11;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;90.0;20.0;2;0;1;32.0;16;1
Acacias;Arganzuela;Apartment;Private room;1;2.0;1.0;Real Bed;90.0;0.0;1;0;2;20.0;11;1
Cortes;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;0.0;20.0;4;20;2;95.0;17;0
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;150.0;25.0;1;5;0;45.0;13;1
Trafalgar;Chamberí;Apartment;Entire home/apt;3;1.0;2.0;Real Bed;300.0;15.0;1;0;2;90.0;10;1
Embajadores;Centro;Apartment;Entire home/apt;7;2.0;3.0;Real Bed;0.0;47.0;4;25;1;150.0;14;0
Costillares;Ciudad Lineal;Apartment;Private room;2;2.0;1.0;Real Bed;100.0;5.0;1;10;0;19.0;13;1
Castellana;Salamanca;House;Entire home/apt;4;2.0;3.0;Real Bed;0.0;40.0;1;0;1;140.0;11;0
Embajadores;Centro;Apartment;Private room;3;2.0;1.0;Real Bed;0.0;10.0;2;15;0;25.0;17;0
Sol;Centro;Apartment;Entire home/apt;3;1.0;2.0;Real Bed;200.0;20.0;2;15;1;79.0;17;1
Valdeacederas;Tetuán;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;200.0;0.0;1;0;2;40.0;11;1
Almagro;Chamberí;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;0.0;2;10;2;68.0;26;0
Universidad;Centro;Condominium;Entire home/apt;3;1.0;1.0;Pull-out Sofa;150.0;30.0;2;20;2;78.0;17;1
Sol;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;0;100.0;13;0
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;100.0;15.0;1;0;2;53.0;17;1
Jerónimos;Retiro;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;0.0;30.0;2;20;2;80.0;22;0
Sol;Centro;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;96.0;30.0;2;15;0;90.0;16;1
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;200.0;30.0;1;0;2;75.0;18;1
Comillas;Carabanchel;House;Private room;6;2.0;1.0;Real Bed;0.0;0.0;1;0;1;59.0;9;0
Almagro;Chamberí;House;Entire home/apt;4;2.0;2.0;Real Bed;0.0;20.0;1;0;0;80.0;12;0
Palos de Moguer;Arganzuela;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;5.0;1;10;0;28.0;18;0
El Plantío;Moncloa - Aravaca;House;Entire home/apt;5;3.5;3.0;Real Bed;0.0;50.0;1;0;0;150.0;19;0
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;2;10;2;55.0;10;0
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;15.0;2;15;0;70.0;11;0
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;48.0;15;0
Justicia;Centro;Apartment;Entire home/apt;5;1.0;2.0;Real Bed;100.0;15.0;2;25;2;75.0;15;1
Prosperidad;Chamartín;Other;Private room;1;1.5;1.0;Real Bed;0.0;10.0;1;0;0;25.0;17;0
Campamento;Latina;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;14.0;10;0
Embajadores;Centro;Loft;Entire home/apt;4;1.0;0.0;Real Bed;180.0;20.0;2;15;1;63.0;16;1
Campamento;Latina;Apartment;Private room;2;1.0;1.0;Real Bed;100.0;20.0;1;15;0;15.0;10;1
Campamento;Latina;Apartment;Entire home/apt;3;1.0;3.0;Real Bed;0.0;30.0;3;10;0;60.0;6;0
Embajadores;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;10.0;1;0;0;45.0;13;0
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;150.0;15.0;1;15;0;70.0;16;1
Orcasur;Usera;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;0;55.0;15;0
Goya;Salamanca;Apartment;Entire home/apt;7;2.0;2.0;Real Bed;100.0;60.0;4;30;1;200.0;21;1
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;0.0;2;10;1;60.0;18;0
Arapiles;Chamberí;Apartment;Private room;1;2.0;1.0;Real Bed;200.0;30.0;1;0;2;32.0;10;1
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;150.0;30.0;2;0;1;80.0;14;1
Valverde;Fuencarral - El Pardo;House;Shared room;1;2.0;1.0;Real Bed;0.0;0.0;1;0;0;14.0;4;0
Trafalgar;Chamberí;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;10.0;1;0;2;20.0;8;0
Cortes;Centro;Apartment;Entire home/apt;7;2.0;3.0;Real Bed;0.0;0.0;2;10;2;95.0;13;0
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;29.0;1;0;2;59.0;20;0
Sol;Centro;Guesthouse;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;15;2;29.0;13;0
Palacio;Centro;Condominium;Entire home/apt;8;1.0;3.0;Real Bed;300.0;40.0;4;30;2;200.0;22;1
Cortes;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;1;0;0;125.0;10;0
Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;500.0;50.0;1;0;1;80.0;15;1
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;30.0;2;15;0;60.0;24;0
Palacio;Centro;Condominium;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;35.0;9;0
Justicia;Centro;Apartment;Shared room;2;1.0;1.0;Real Bed;0.0;35.0;1;0;2;65.0;15;0
Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;11.0;1;12;1;32.0;10;0
Goya;Salamanca;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;22.0;10;0
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;35.0;11;0
Fuente del Berro;Salamanca;Apartment;Entire home/apt;2;2.0;1.0;Real Bed;100.0;0.0;1;0;0;85.0;14;1
Universidad;Centro;Apartment;Entire home/apt;3;1.0;0.0;Real Bed;400.0;20.0;2;10;2;55.0;18;1
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;77.0;2;17;2;103.0;22;0
Cortes;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;150.0;50.0;2;0;2;75.0;21;1
Moscardó;Usera;Bed & Breakfast;Private room;2;1.0;1.0;Real Bed;0.0;5.0;1;0;2;18.0;23;0
Comillas;Carabanchel;Apartment;Entire home/apt;2;1.0;0.0;Pull-out Sofa;0.0;15.0;1;0;2;23.0;15;0
Palacio;Centro;Apartment;Entire home/apt;5;1.0;2.0;Real Bed;0.0;20.0;4;10;1;100.0;14;0
Universidad;Centro;Apartment;Entire home/apt;4;1.5;2.0;Real Bed;250.0;25.0;3;15;2;75.0;13;1
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;75.0;1;0;2;75.0;16;0
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;2.0;Real Bed;0.0;20.0;2;20;2;75.0;6;0
Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;100.0;25.0;2;5;1;81.0;17;1
Embajadores;Centro;House;Entire home/apt;6;2.0;2.0;Real Bed;0.0;0.0;6;20;2;190.0;16;0
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;100.0;20.0;1;0;1;35.0;9;1
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;20.0;1;0;0;75.0;10;0
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;30.0;1;25;1;75.0;22;0
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;15.0;1;0;0;55.0;15;0
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;Pull-out Sofa;200.0;40.0;1;0;2;80.0;9;1
Sol;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;10.0;1;0;0;89.0;21;0
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;19.0;2;6;1;59.0;13;0
Pacífico;Retiro;Bed & Breakfast;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;29.0;19;0
Justicia;Centro;Apartment;Private room;4;4.5;1.0;Real Bed;0.0;10.0;2;10;2;30.0;21;0
Nueva España;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;3;50;2;95.0;22;0
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;100.0;5.0;1;0;1;20.0;17;1
Castellana;Salamanca;Apartment;Entire home/apt;3;2.0;2.0;Real Bed;100.0;20.0;1;0;1;150.0;15;1
Universidad;Centro;Bed & Breakfast;Entire home/apt;1;0.0;1.0;Real Bed;0.0;0.0;1;20;1;20.0;0;0
Puerta del Angel;Latina;Apartment;Private room;2;2.0;1.0;Real Bed;200.0;0.0;1;0;2;25.0;9;1
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;200.0;35.0;2;5;2;75.0;17;1
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;30.0;1;0;2;75.0;14;1
Sol;Centro;Apartment;Private room;1;3.0;1.0;Real Bed;200.0;30.0;1;0;2;36.0;7;1
Palacio;Centro;House;Entire home/apt;4;2.0;2.0;Real Bed;150.0;30.0;2;25;0;80.0;18;1
Palacio;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;15.0;1;5;2;30.0;12;0
Recoletos;Salamanca;Condominium;Private room;1;1.0;1.0;Real Bed;150.0;10.0;1;20;0;79.0;9;1
Puerta del Angel;Latina;Bed & Breakfast;Entire home/apt;11;1.0;2.0;Real Bed;0.0;0.0;2;5;2;50.0;26;0
Castellana;Salamanca;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;30.0;2;10;1;85.0;14;0
Pacífico;Retiro;Bed & Breakfast;Private room;2;2.0;1.0;Pull-out Sofa;0.0;25.0;1;15;1;35.0;17;0
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;0.0;2;20;1;85.0;24;0
Almenara;Tetuán;Apartment;Entire home/apt;5;1.0;1.0;Real Bed;150.0;0.0;1;0;1;54.0;13;1
Arapiles;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;1;40.0;13;0
Moscardó;Usera;Condominium;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;8;0;20.0;13;0
Justicia;Centro;Condominium;Entire home/apt;6;2.0;2.0;Real Bed;200.0;60.0;2;10;2;160.0;15;1
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;40.0;2;0;2;110.0;17;0
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;30.0;2;20;1;80.0;12;1
Goya;Salamanca;Apartment;Entire home/apt;5;2.0;3.0;Real Bed;200.0;0.0;1;0;2;100.0;9;1
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;100.0;35.0;1;0;2;49.0;17;1
Palacio;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;30.0;11;0
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;20.0;1;0;2;55.0;6;0
Cortes;Centro;Apartment;Entire home/apt;4;2.0;1.0;Real Bed;100.0;35.0;2;20;2;85.0;16;1
Universidad;Centro;Apartment;Entire home/apt;7;1.0;3.0;Real Bed;150.0;35.0;4;18;2;125.0;13;1
Arapiles;Chamberí;House;Entire home/apt;3;1.0;1.0;Real Bed;250.0;0.0;1;0;2;60.0;11;1
Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;Real Bed;100.0;25.0;1;0;2;28.0;13;1
Palos de Moguer;Arganzuela;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;10.0;1;0;2;24.0;11;0
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;18;2;19.0;12;0
Almagro;Chamberí;Apartment;Entire home/apt;7;4.0;4.0;Real Bed;425.0;110.0;5;25;2;325.0;18;1
Universidad;Centro;Apartment;Entire home/apt;3;1.0;2.0;Real Bed;150.0;30.0;2;30;2;90.0;15;1
Justicia;Centro;Apartment;Private room;3;4.5;1.0;Real Bed;0.0;10.0;2;10;2;30.0;24;0
Rios Rosas;Chamberí;Apartment;Entire home/apt;3;1.0;2.0;Real Bed;100.0;30.0;3;20;1;75.0;22;1
Lucero;Latina;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;10.0;1;7;2;20.0;11;0
Sol;Centro;Apartment;Entire home/apt;5;1.0;2.0;Real Bed;200.0;30.0;3;15;0;110.0;15;1
San Isidro;Carabanchel;Apartment;Private room;2;1.0;1.0;Real Bed;88.0;30.0;1;0;2;45.0;21;1
Justicia;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;200.0;80.0;4;20;2;220.0;16;1
Embajadores;Centro;Earth House;Shared room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;2;17.0;10;0
Universidad;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;15.0;1;25;2;30.0;16;0
Niño Jesús;Retiro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;200.0;60.0;1;0;2;100.0;15;1
Legazpi;Arganzuela;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;7;1;19.0;9;0
Justicia;Centro;Apartment;Private room;2;4.5;1.0;Real Bed;0.0;10.0;1;0;0;25.0;23;0
Justicia;Centro;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;150.0;20.0;2;10;2;49.0;15;1
La Paz;Fuencarral - El Pardo;Apartment;Shared room;2;1.0;1.0;Real Bed;100.0;6.0;1;0;0;40.0;11;1
Arapiles;Chamberí;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;200.0;50.0;2;10;2;130.0;14;1
Sol;Centro;Apartment;Private room;1;2.0;1.0;Real Bed;0.0;15.0;1;0;2;15.0;11;0
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;200.0;15.0;1;15;2;55.0;6;1
Lucero;Latina;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;25.0;13;0
Lista;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;300.0;50.0;1;0;2;65.0;12;1
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;120.0;40.0;2;15;2;85.0;18;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;10.0;1;10;0;40.0;9;0
Rios Rosas;Chamberí;Other;Entire home/apt;3;1.0;2.0;Real Bed;0.0;20.0;1;0;0;88.0;13;0
Justicia;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;10.0;1;12;2;39.0;13;0
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;200.0;35.0;2;15;2;75.0;16;1
Sol;Centro;Bed & Breakfast;Private room;2;1.0;1.0;Real Bed;85.0;0.0;1;0;2;60.0;18;1
Canillas;Hortaleza;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;28;0;27.0;20;0
Trafalgar;Chamberí;Apartment;Entire home/apt;6;1.0;1.0;Real Bed;0.0;15.0;2;25;1;45.0;12;0
Lista;Salamanca;Bed & Breakfast;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;0;80.0;20;0
Embajadores;Centro;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;0.0;0.0;1;0;1;99.0;15;0
Universidad;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;100.0;0.0;1;0;2;30.0;12;1
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;20.0;2;10;2;60.0;14;1
Embajadores;Centro;Other;Entire home/apt;4;1.0;2.0;Real Bed;150.0;45.0;1;0;0;60.0;15;1
Embajadores;Centro;Apartment;Entire home/apt;5;1.0;1.0;Real Bed;100.0;15.0;2;15;2;70.0;11;1
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;Pull-out Sofa;200.0;40.0;1;0;2;70.0;6;1
Media Legua;Moratalaz;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;5.0;1;9;0;18.0;15;0
Goya;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;94.0;10.0;2;5;1;58.0;16;1
Palomeras Bajas;Puente de Vallecas;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;18;0;20.0;11;0
Cortes;Centro;Apartment;Entire home/apt;6;2.0;3.0;Real Bed;100.0;30.0;4;25;1;145.0;16;1
Acacias;Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;200.0;0.0;2;15;1;90.0;14;1
